Instrument Code 1,Customer_No,고객이름,장비명,시리얼넘버,지역,시/도,주소,고객설치일,워런티종료일,옵타입종료일,사용년,옵션
6205,528943,인제대학교 상계백병원,OPMI MULTIVISION,409467,서울,노원구,동일로 1342(상계동),5/5/2004,5/5/2005,,21.2,None
6206,528648,강동성심병원,OPMI VARIO,425287,서울,강동구,성안로 150,5/4/2004,5/4/2005,,21.2,None
6022,617037,화순전남대학교병원,Colposcope 150 FC,320414,전남,화순군,화순읍 서양로 322,4/27/2004,4/27/2007,,21.3,None
6206,,,OPMI VARIO,425133,,,,4/9/2004,4/9/2005,,21.2,None
6206,1000559,우리들병원,OPMI VARIO,425132,서울,강남구,학동로 445(청담동),4/9/2004,4/9/2005,,21.2,None
6206,1000559,우리들병원,OPMI VARIO,425157,서울,강남구,학동로 445(청담동),4/9/2004,4/9/2005,,21.2,None
6030,529227,(의법)건양의료재단,OPMI PICO,389316,서울,영등포구,영신로 136(영등포동4가),4/3/2004,4/3/2005,,21.2,None
6206,,,OPMI VARIO,425149,,,,4/2/2004,4/2/2005,,21.2,None
6206,,,OPMI VARIO,425151,,,,4/2/2004,4/2/2005,,21.2,None
6206,,,OPMI VARIO,425152,,,,4/2/2004,4/2/2005,,21.2,None
6022,617037,화순전남대학교병원,Colposcope 150 FC,320891,전남,화순군,화순읍 서양로 322,3/26/2004,3/26/2005,,21.3,None
9020,693666,제일안과의원,130 SL,858806,경북,구미시,인동가산로 33(인의동),3/24/2004,3/24/2005,,21.3,None
6030,528730,전북대학교병원,OPMI PICO,423778,전북,전주시,금암동 634-18,2/29/2004,2/28/2005,,21.4,None
6206,608365,전주고려병원,OPMI VARIO,425121,전북,전주시,"산정동 852-1, 853-3",2/22/2004,2/22/2005,,21.4,None
6206,529797,단국대학교의과대학부속병원,OPMI VARIO,425016,충남,천안시,망향로 201(안서동),1/23/2004,1/23/2005,,21.5,None
6030,528924,국립과학수사연구소,OPMI PICO,419640,강원,원주시,입춘로 10(반곡동),1/19/2004,1/19/2005,,21.5,None
6206,1978544,바른병원,OPMI VARIO,386224,서울,영등포구,"여의대방로 145, 지상 3~8층 (신길동)",12/18/2003,12/18/2004,,9.5,None
9123,626902,강남성모안과,LSL YAG III,887986,경기,광주시,"역동 8-20, 2층 203",12/17/2003,12/17/2004,,21.5,None
6206,529185,영남대학교의료원,OPMI VARIO,425040,대구,남구,현충로 170,11/23/2003,11/23/2004,,21.7,None
6210,629849,예송이비인후과,OPMI SENSERA,401682,경기,고양시,"백석동 1308, 남정시티프라자4층 40",10/31/2003,10/30/2004,,21.7,None
6206,543735,경북대학교병원,OPMI VARIO,397538,대구,중구,동덕로 130(삼덕동2가),10/19/2003,10/19/2004,,21.8,None
6022,528613,학교법인 을지학원 대전을지대학교병원,Colposcope 150 FC,320238,대전,서구,둔산서로 95(둔산동),9/23/2003,9/23/2006,,21.9,None
9017,528451,가톨릭대학교 여의도성모병원,115 SL Classic,875963,서울,영등포구,63로 10(여의도동),9/23/2003,9/23/2004,,21.9,None
6202,528617,이화의대부속목동병원,OPMI NEURO,409357,서울,양천구,안양천로 1071(목동),9/20/2003,9/20/2004,,21.9,None
9020,857262,의료법인 세경의료재단 새빛안과병원,130 SL,858803,경기,고양시,중앙로 1065(백석동),8/21/2003,8/21/2004,,21.9,None
6202,529057,서울대학교병원,OPMI NEURO,409348,서울,종로구,대학로 101(연건동),8/5/2003,8/5/2004,,22,None
9114,1993465,광주안과의원,VISULAS 532s,861729,광주,서구,"무진대로 935, 1층 (광천동 5~9층)",7/31/2003,7/30/2004,,21.9,None
6030,799799,양산부산대학교병원,OPMI PICO,408448,경남,양산시,물금읍 금오로 20(양산부산대학교병원),7/11/2003,7/11/2004,,22.1,None
8521,967678,서울안과,FDT 710,2330091,경기,의정부시,"금오동 473-3, 신세계프라자602",7/11/2003,7/11/2004,,22,None
6206,529091,순천향대학교부속구미병원,OPMI VARIO,397462,경북,구미시,1공단로 179(공단동),7/7/2003,7/7/2004,,22.1,None
6206,598567,나누리병원,OPMI VARIO,397421,서울,강남구,논현동 63-8,6/30/2003,6/29/2004,,22,None
9114,529092,순천향대학교부속서울병원,VISULAS 532s,851455,서울,용산구,대사관로 59(한남동),6/30/2003,6/30/2004,,22.1,None
6210,616966,엔탑이비인후과,OPMI SENSERA,401572,광주,북구,매곡동 3-4,6/29/2003,6/29/2004,,22,None
6206,528615,노원을지대학교병원,OPMI VARIO,397435,서울,노원구,한글비석로 68(하계동),6/25/2003,6/25/2004,,22.1,None
9114,599164,마산이종흔안과,VISULAS 532s,846098,경남,창원시,합성옛길 147(합성동),5/31/2003,5/30/2004,,22.1,None
6210,1310680,의료법인보광의료재단속초보광병원,OPMI SENSERA,401429,강원,속초시,"중앙로 11, 1층",5/27/2003,5/27/2004,,22.1,None
8521,652301,분당연세플러스안과,FDT 710,94568,경기,성남시,"금곡동 158, 미도프라자 5층",4/19/2003,4/19/2004,,22.2,None
6030,866643,한양대학교 산학협력단,OPMI PICO,408380,서울,성동구,"왕십리로 222 (사근동, 한양대학교내 한양종합기술연구원 110호)",4/13/2003,4/13/2004,,22.2,None
6202,596994,제주대학교병원,OPMI NEURO,387157,제주,제주시,아란13길 15(아라일동),3/17/2003,3/17/2004,,22.3,None
6030,529025,삼성서울병원,OPMI PICO,398954,서울,강남구,일원로81(일원동),2/9/2003,2/9/2004,,22.5,None
9114,886032,정덕영안과의원,VISULAS 532s,866161,전북,전주시,서신동 965-1,1/31/2003,1/31/2004,,22.4,None
6030,968009,베스트이비인후과의원,OPMI PICO,367893,광주,남구,대남대로 301(월산동),1/26/2003,1/26/2004,,22.4,None
6030,912632,신세계안과의원,OPMI PICO,389865,광주,서구,죽봉대로 92(광천동),12/16/2002,12/16/2003,12/31/2025,22.5,None
9017,652301,분당연세플러스안과,115 SL Classic,852238,경기,성남시,"금곡동 158, 미도프라자 5층",10/31/2002,10/31/2003,,22.7,None
6030,417508,(학) 가톨릭대학교서울성모병원,OPMI PICO,389047,서울,서초구,반포대로 222 (반포동),9/30/2002,9/30/2003,,22.8,None
6030,417508,(학) 가톨릭대학교서울성모병원,OPMI PICO,389048,서울,서초구,반포대로 222 (반포동),9/30/2002,9/30/2003,,22.8,None
6022,529057,서울대학교병원,Colposcope 150 FC,320016,서울,종로구,대학로 101(연건동),9/24/2002,9/24/2005,,22.9,None
9017,540069,명동성모안과,115 SL Classic,831959,서울,중구,"을지로2가 199-4, 한국전력 별관 3층",8/29/2002,8/29/2003,,22.8,None
9114,1108778,수원이안과,VISULAS 532s,837941,경기,수원시,정조로 806(팔달로1가),6/20/2002,6/20/2003,,23,None
6206,528948,대구파티마병원,OPMI VARIO,386152,대구,동구,아양로 99(신암동),5/31/2002,5/31/2003,,23.1,None
6206,,,OPMI VARIO,386194,,,,5/28/2002,5/28/2003,,23.1,None
6202,528823,경상국립대학교병원,OPMI NEURO,343121,경남,진주시,강남로 79(칠암동),5/27/2002,5/27/2003,,23.2,None
6202,571650,창원파티마병원,OPMI NEURO,357482,경남,창원시,창이대로 45(명서동),4/26/2002,4/26/2003,,23.3,None
6030,529797,단국대학교의과대학부속병원,OPMI PICO,385592,충남,천안시,망향로 201(안서동),4/21/2002,4/21/2003,,23.3,None
6206,987488,세란병원,OPMI VARIO,386426,서울,종로구,"통일로 256, 1층 (무악동)",3/4/2002,3/4/2003,,23.3,None
6202,528573,동국대학교의료원(경주),OPMI NEURO,357616,경북,경주시,동대로 87(석장동),3/2/2002,3/2/2003,,23.4,None
9017,1100514,그랜드안과,115 SL Classic,831943,서울,서초구,"강남대로 363, 4층 5층 (서초동 덕흥빌딩)",2/3/2002,2/3/2003,,23.4,None
6030,596994,제주대학교병원,OPMI PICO,396444,제주,제주시,아란13길 15(아라일동),2/1/2002,2/1/2003,,23.4,None
6206,649430,성민병원,OPMI VARIO,365937,인천,서구,석남동 522-6,1/31/2002,1/31/2003,,23.4,None
9123,878126,EG임안과,LSL YAG III,875268,충남,아산시,온천동 300-24(충무로22 306호),1/19/2002,1/19/2003,,23.5,None
6202,528786,고려대학교의료원,OPMI NEURO,357550,서울,성북구,고려대로 73(안암동 5가),12/21/2001,12/21/2002,,23.6,None
6206,529059,연세대학교 의료원,OPMI VARIO,365993,서울,서대문구,연세로 50-1(신촌동),12/19/2001,12/19/2002,,23.6,None
6206,544914,국립암센터,OPMI VARIO,366124,경기,고양시,일산로 323(마두동 국립암센터),11/11/2001,11/11/2002,,23.7,None
6206,544371,순천향대학교부속부천병원,OPMI VARIO,345422,경기,부천시,조마루로 170(중동),10/31/2001,10/31/2002,,23.8,None
6206,528451,가톨릭대학교 여의도성모병원,OPMI VARIO,373629,서울,영등포구,63로 10(여의도동),10/23/2001,10/23/2002,,23.8,None
6206,1007031,김양박 이비인후과의원,OPMI VARIO,366055,전북,전주시,용머리로 65(효자동1,10/17/2001,10/17/2002,,23.7,None
6030,417508,(학) 가톨릭대학교서울성모병원,OPMI PICO,373314,서울,서초구,반포대로 222 (반포동),9/30/2001,9/30/2002,,23.8,None
6205,544914,국립암센터,OPMI MULTIVISION,357504,경기,고양시,일산로 323(마두동 국립암센터),9/29/2001,9/29/2002,,23.8,None
6206,551527,광주현대병원,OPMI VARIO,365970,광주,북구,설죽로 291(용봉동),6/29/2001,6/29/2002,,24,None
9114,878333,푸른안과의원,VISULAS 532s,820704,전북,전주시,금암동 1588-6,6/25/2001,6/25/2002,,24.1,None
9018,2008543,온누리안과병원,Xradia 515 Versa (CN,825470,전북,전주시,백제대로 325(중화산동2가),5/1/2001,5/1/2002,9/30/2025,24.2,None
6202,529185,영남대학교의료원,OPMI NEURO,319858,대구,남구,현충로 170,4/7/2001,4/7/2002,,24.3,None
6202,544371,순천향대학교부속부천병원,OPMI NEURO,343271,경기,부천시,조마루로 170(중동),4/5/2001,4/5/2002,,24.3,None
9114,529225,공안과의원,VISULAS 532s,817589,서울,종로구,"종로 19, 르메이에르종로타운 311호",3/27/2001,3/27/2002,,24.3,None
6136,528787,고려대부속안산병원,OPMI PRO MAGIS,331035,경기,안산시,적금로 123(고잔동),2/17/2001,2/17/2004,,24.5,None
6202,528579,계명대학교 동산의료원,OPMI NEURO,409453,대구,달서구,달구벌대로 1035(신당동),2/4/2001,2/4/2002,,24.5,None
9114,912632,신세계안과의원,VISULAS 532s,960416,광주,서구,죽봉대로 92(광천동),1/31/2001,1/31/2002,12/31/2025,24.4,None
9206,817400,거창성모안과의원,IOLMaster 500,1055259,경남,거창군,거창읍 대동리 923-6,1/31/2001,1/31/2002,,24.4,None
6202,529092,순천향대학교부속서울병원,OPMI NEURO,343151,서울,용산구,대사관로 59(한남동),1/22/2001,1/22/2002,,24.5,None
6136,529009,의료법인은성의료재단좋은삼선병원,OPMI PRO MAGIS,331123,부산,사상구,가야대로 326(주례동),12/29/2000,12/29/2001,,24.5,None
6027,544371,순천향대학교부속부천병원,OPMI 1 FR,352946,경기,부천시,조마루로 170(중동),12/19/2000,12/19/2001,,24.6,None
6027,529057,서울대학교병원,OPMI 1 FR,318146,서울,종로구,대학로 101(연건동),11/14/2000,11/14/2001,,24.7,None
6202,528460,대구카톨릭대학교의료원,OPMI NEURO,343148,대구,남구,두류공원로17길 33(대명동),11/14/2000,11/14/2001,,24.7,None
6206,528460,대구카톨릭대학교의료원,OPMI VARIO,397266,대구,남구,두류공원로17길 33(대명동),6/30/2000,6/30/2001,,25.1,None
6030,529057,서울대학교병원,OPMI PICO,347239,서울,종로구,대학로 101(연건동),6/18/2000,6/18/2001,,25.1,None
6202,595527,강원대학교병원,OPMI NEURO,319832,강원,춘천시,백령로 156(효자동),4/23/2000,4/23/2001,,25.3,None
6202,529739,인제대학교 일산백병원,OPMI NEURO,319833,경기,고양시,주화로 170(대화동),4/18/2000,4/18/2001,,25.3,None
6202,528716,국민건강보험공단일산병원,OPMI NEURO,319681,경기,고양시,"일산로 100(1241번지외 1필지 4층, 5층) (백석동, 일산병원)",3/1/2000,3/1/2001,,25.3,None
6202,529739,인제대학교 일산백병원,OPMI NEURO,319830,경기,고양시,주화로 170(대화동),2/27/2000,2/27/2001,,25.4,None
6205,528571,(의)강릉동인병원,OPMI MULTIVISION,409350,강원,강릉시,포남동 산1085-1,1/31/2000,1/30/2001,,25.4,None
6202,529741,건양대학교병원,OPMI NEURO,338425,대전,서구,관저동로 158(관저동),1/14/2000,1/14/2001,,25.5,None
8523,1996766,베스트안과의원,Matrix 800,20060310225,광주,남구,"대남대로 301, 3층(월산동)",10/31/1999,10/30/2000,,25.7,None
9017,789859,이성수 안과,115 SL Classic,9182111,경남,진주시,주약동 156-22,10/31/1999,10/30/2000,,25.7,None
9137,529233,경주성모안과의원,Visulas YAG III,811152,경북,경주시,원화로 293 (성동동),10/31/1999,10/30/2000,,25.7,None
6202,528770,(의료)길의료재단,OPMI NEURO,338517,인천,남동구,"남동대로774번길 21, 1층 (구월동)",10/30/1999,10/30/2000,,25.8,None
6202,528451,가톨릭대학교 여의도성모병원,OPMI NEURO,319660,서울,영등포구,63로 10(여의도동),6/23/1999,6/23/2000,,26.1,None
6202,528454,(학)가톨릭학원가톨릭대학교대전성모병원,OPMI NEURO,319671,대전,중구,"대흥로 64, 1층(대흥동)",6/6/1999,6/6/2000,,26.1,None
9504,685043,예빛안과,WASCA Analyzer,933883,경기,고양시,"화정동 972, 영프라자 414 410호",1/31/1999,1/31/2000,,26.4,None
9137,487740,(의)대진의료재단분당제생병원,Visulas YAG III,768080,경기,성남시,서현로180번길 20(서현동),5/31/1998,5/31/1999,,27.1,None
9137,1001369,서울안과의원,Visulas YAG III,289839,경기,성남시,"황새울로 332, 5층 1호 (서현동 분당문화센터)",11/1/1996,11/1/1997,,28.7,None
0,1011433,성모안과,0,Not assigned,경기,의정부시,"평화로 561, 2,3,4층(의정부동)",,,,0.9,None
0,1012276,지오(ZO)메디칼,0,Not assigned,경기,성남시,"황새울로 234, 11층 1163호",,,,6.9,None
0,1044323,자이스메디칼 주식회사,0,Not assigned,대전,동구,"옥천로 349, 1층(삼정동, 자이스메디칼)",,,6/25/2026,134.4,None
0,1143026,잠실 소중안 안과의원,0,Not assigned,서울,송파구,"석촌호수로 61, 3층 304호 일부(잠실동, 트리지움상가)",,,,2,None
0,1191137,눈NOON안과의원,0,Not assigned,경기,구리시,"경춘로 219, 501,601호",,,,5.4,None
0,1337744,에스앤유바른안과,0,Not assigned,서울,서대문구,"증가로 145, 4층",,,,125.5,None
0,1499087,씨엠(CM)메디칼,0,Not assigned,대구,북구,"산격로 96, 1층",,,,15.4,None
0,528456,학교법인가톨릭학원가톨릭대학교인천성모병원,0,Not assigned,인천,부평구,동수로 56(부평동 외2필지),,,,5.4,None
0,529214,인하대학교의과대학부속병원 (인하대병원),0,Not assigned,인천,중구,인항로 27(신흥동3가),,,,6.2,None
0,529217,제일안과병원,0,Not assigned,대구,동구,신암동 803-2,,,,15.4,None
0,54291,칼자이스 (주),0,Not assigned,Seoul,,"법원로 135, 13층 1301호(문정동, 소노타워)",,,,251,None
0,610027,주식회사 자이스텍,0,Not assigned,서울,종로구,"신문로1가 163, 광화문오피시아906",,,,21.6,None
0,772921,센트럴제일안과의원,0,Not assigned,경기,파주시,"경의로 1092, 401호, 406호, 407호, 408호, 501호(야당동, 유은타워3차)",,,5/23/2025,15.4,None
0,792097,한빛안과,0,Not assigned,전남,목포시,용당동 1055-11,,,,4.7,None
0,817937,(주)코스모상사,0,Not assigned,부산,해운대구,재송동 1159-1,,,,125.5,None
0,966024,(주)한빛메디텍,0,Not assigned,부산,부산진구,"전포대로199번길 15, 201호(1층 101호)",,,,132.4,None
0,994706,메디칼에이엠에스 주식회사,0,Not assigned,경기,수원시,"호매실로104번길 90, 704호 (호매실동 제이디타워)",,,,1.1,None
6014,1312315,뉴서울성모의원,OPMI 99,305641,경기,부천시,역곡로471번가길 33,,,,5.4,None
6022,529026,(의)삼성의료재단,Colposcope 150 FC,6022101380,서울,종로구,새문안로 29(평동),,,,12.1,None
6022,529059,연세대학교 의료원,Colposcope 150 FC,320910,서울,서대문구,연세로 50-1(신촌동),,,,20.1,None
6022,529204,차의과학대학교 분당차병원,Colposcope 150 FC,349034,경기,성남시,야탑로 59(야탑동),,,,24.9,None
6030,1180823,더연세퍼스트 치과의원,OPMI PICO,6030107227,경기,파주시,"가람로 124, 205호, 206호(와동동)",,,,11.6,None
6030,1189450,강남힐병원,OPMI PICO,6627502789,서울,관악구,남부순환로 1449,,,,19.4,None
6030,1191961,구올담치과병원,OPMI PICO,420547,인천,부평구,경원대로 1418(부평동),,,,22,None
6030,1909873,스마트치과(대구 범어),OPMI PICO,6627513367,대구,수성구,동대구로 336,,,,3.1,None
6030,1989211,파스텔치과,OPMI PICO,6627102067,서울,서초구,"잠원동 66-2, 파스텔프라자3층 6",,,,15.4,None
6030,1994839,미래치과의원,OPMI PICO,414439,경기,오산시,"대원로 22, 3층(원동, 두리빌딩)",,,,22,None
6030,2022508,의정부을지대학교병원,OPMI PICO,6030132271,경기,의정부시,동일로 712(금오동),,,,4.4,None
6030,2029181,김선우 이비인후과,OPMI PICO,383354,경남,통영시,중앙로 153-4(문화동),,,,23.4,None
6030,300278422,케이치과병원,OPMI PICO,492029,서울,송파구,"올림픽로 319, 2층",,,,18.3,None
6030,417492,전남대학교병원,OPMI PICO,385503,광주,동구,제봉로 42(학동),,,,19.7,None
6030,528457,가톨릭대학교 은평성모병원,OPMI PICO,389096,서울,은평구,"통일로 1021(진관동, 가톨릭대학교은평성모병원)",,,,6.2,None
6030,528457,가톨릭대학교 은평성모병원,OPMI PICO,6030103988,서울,은평구,"통일로 1021(진관동, 가톨릭대학교은평성모병원)",,,,6.2,None
6030,528716,국민건강보험공단일산병원,OPMI PICO,6627504555,경기,고양시,"일산로 100(1241번지외 1필지 4층, 5층) (백석동, 일산병원)",,,,7.8,None
6030,528786,고려대학교의료원,OPMI PICO,6030108571,서울,성북구,고려대로 73(안암동 5가),,,,12.6,None
6030,528786,고려대학교의료원,OPMI PICO,6627507497,서울,성북구,고려대로 73(안암동 5가),,,,7.9,None
6030,528815,경희의료원,OPMI PICO,373825,서울,동대문구,경희대로 23(회기동),,,,23.7,None
6030,528907,의료법인명지의료재단,OPMI PICO,408494,경기,고양시,화수로14번길 55,,,,22.2,None
6030,529228,고려대학교구로병원,OPMI PICO,6722102605,서울,구로구,구로동로 148(구로동),,,,14.6,None
6030,545852,고금석이비인후과,OPMI PICO,354281,전남,순천시,조례동 1721-8,,,,5.4,None
6030,834952,유성선병원,OPMI PICO,6030115141,대전,유성구,북유성대로 93(지족동),,,,10.6,None
6030,847886,편한치과,OPMI PICO,6627512067,대구,중구,봉산동 165-7,,,,4.1,None
6030,934856,연세공감치과의원,OPMI PICO,6030113001,서울,관악구,신림로 315(신림동 4층),,,,11.3,None
6030,947648,이도범치과,OPMI PICO,6030116666,서울,은평구,"증산로 393-1, 2층(신사동, 산수빌딩)",,,,10,None
6030,968009,베스트이비인후과의원,OPMI PICO,399181,광주,남구,대남대로 301(월산동),,,,22.6,None
6030,988639,아름다운휴치과,OPMI PICO,6627203747,부산,해운대구,센텀중앙로 145,,,,11.5,None
6030,990607,연세이비인후과,OPMI PICO,6627502486,경기,고양시,"화정동 936, 은빛마을 614-1001 37/9",,,,19.7,None
6030,990680,당신e빛나는 치과의원,OPMI PICO,6627100704,부산,연제구,아시아드대로 96(거제동 2층202호),,,,18.9,None
6031,,,OPMI Movena,6628162386,,,,,,,6.9,None
6031,895050,수경이비인후과,OPMI Movena,425494,대구,수성구,"범어동 563-4, 애플타워 11층",,,,20.7,None
6033,,,EXTARO 300 Dental,6033100577,,,,,,,6.3,None
6033,1146886,고덕리더스치과의원,EXTARO 300 Dental,6033201540,서울,강동구,"고덕로 353, 302,303호",,,,2.3,None
6033,1182256,백앤허치과의원,EXTARO 300 Dental,6033100361,서울,중구,"퇴계로 235, A동 2층 208호(충무로4가, 남산 센트럴 자이)",,,,2.1,None
6033,1863002,진천서울치과의원,EXTARO 300 Dental,6033000577,충북,진천군,덕산읍 덕금로 804,,,,7.9,None
6033,652177,미르치과병원,EXTARO 300 Dental,6033201174,대구,중구,"공평로 12, 1층 (삼덕동2가149-18 149-20)",,,,5.7,None
6097,1977973,씨케이(CK)성모안과의원,OPMI PICO Technolas,6613102976,서울,서초구,"강남대로 563, 6, 7층 (잠원동, 페이토플라자)",,,,125.5,None
6097,529025,삼성서울병원,OPMI PICO Technolas,6613011539,서울,강남구,일원로81(일원동),,,,125.5,None
6125,528677,삼육서울병원,OPMI CS-NC,247425,서울,동대문구,"망우로 82(휘경동, 산6번지 2호외  7필지)",,,,14.6,None
6136,417510,서울아산병원,OPMI PRO MAGIS,369875,서울,송파구,올림픽로43길 88(풍납동),,,,22.3,None
6136,529739,인제대학교 일산백병원,OPMI PRO MAGIS,330821,경기,고양시,주화로 170(대화동),,,,25.4,None
6136,529741,건양대학교병원,OPMI PRO MAGIS,331158,대전,서구,관저동로 158(관저동),,,,10,None
6136,880644,세종여주병원,OPMI PRO MAGIS,369883,경기,여주시,청심로 39,,,,22.3,None
6202,2018865,세솟는 정형외과 병원,OPMI NEURO,319813,서울,마포구,백범로 26(신수동),,,,14.6,None
6205,1992414,서주태비뇨의학과의원,OPMI MULTIVISION,424098,서울,서초구,"강남대로 543, 3층 (반포동 국전빌딩)",,,,6.3,None
6206,,,OPMI VARIO,498644,,,,,,,17.9,None
6206,,,OPMI VARIO,6206100987,,,,,,,14.6,None
6206,,,OPMI VARIO,6206103606,,,,,,,9.6,None
6206,,,OPMI VARIO,6206104305,,,,,,,6.2,None
6206,1101435,에이스병원,OPMI VARIO,6206105282,경기,남양주시,"다산중앙로145번길 9, 2~7층 402호 제외 (다산동 KB중앙타워)",,,,4.5,None
6206,1103608,서울 본브릿지 병원,OPMI VARIO,369620,서울,강남구,도곡로 214(도곡동),,,,15.4,None
6206,1116094,김원묵기념 봉생병원,OPMI VARIO,6206101380,부산,동구,중앙대로 401(좌천동),,,,14.4,None
6206,1128928,에스앤유서울병원,OPMI VARIO,6206102681,서울,강서구,"공항대로 237, 에이스타워마곡 4층, 5층, 6층일부(마곡동)",,,,11.9,None
6206,1140780,의료법인현암의료재단 포항우리병원,OPMI VARIO,6629302994,경북,포항시,"포스코대로 256, 1층(죽도동)",,,,13.4,None
6206,1152156,본서부병원,OPMI VARIO,486773,서울,은평구,은평로 133(응암동),,,,18.5,None
6206,1163822,연세한강병원,OPMI VARIO,6629120773,서울,마포구,"마포대로 25, 201호,301호,501호(마포동, 신한디엠빌딩)",,,,17.4,None
6206,1163918,연세하나병원,OPMI VARIO,6206101169,경기,김포시,김포대로 709(풍무동),,,,2.8,None
6206,1178107,인성병원,OPMI VARIO,6629503350,강원,춘천시,금강로 39(낙원동),,,,16.6,None
6206,1179134,삼성큰병원,OPMI VARIO,518845,경기,수원시,매송고색로 724,,,,16.7,None
6206,1196131,허리편한 신경외과,OPMI VARIO,6629503993,경기,용인시,"금령로 64(김량장동, 아이렉스타워 5,6층)",,,,18,None
6206,1307096,청주탑병원,OPMI VARIO,475950,충북,청주시,"교서로 1 (영동), 1~5층",,,,5.4,None
6206,1320109,메드렉스,OPMI VARIO,397370,서울,강남구,"논현로 705, 지하2-지상8층",,,,22.3,None
6206,1855785,서울삼성이비인후과의원,OPMI VARIO,6206104408,제주,서귀포시,"월드컵로 8, 303호 (강정동 홍은프라자)",,,,7.7,None
6206,1907886,이승철 신경외과,OPMI VARIO,557,경기,성남시,성남대로925번길 11,,,,7.2,None
6206,1927018,구미강동병원,OPMI VARIO,548028,경북,구미시,인동20길 46(진평동),,,,7,None
6206,1966808,든든한 병원,OPMI VARIO,475951,경기,고양시,하이파크2로 60,,,,19.1,None
6206,1996748,버팀병원,OPMI VARIO,397375,경기,수원시,"영통로 195, 2 3 4 6층 (망포동 골든스퀘어 상가서관)",,,,8.5,None
6206,487740,(의)대진의료재단분당제생병원,OPMI VARIO,6206103601,경기,성남시,서현로180번길 20(서현동),,,,9.6,None
6206,528435,서울특별시보라매병원,OPMI VARIO,476098,서울,동작구,보라매로5길 20(신대방동),,,,14.6,None
6206,528435,서울특별시보라매병원,OPMI VARIO,507306,서울,동작구,보라매로5길 20(신대방동),,,,17.3,None
6206,528487,충남대학교병원,OPMI VARIO,498844,대전,중구,문화로 282(대사동),,,,17.5,None
6206,528487,충남대학교병원,OPMI VARIO,6206102691,대전,중구,문화로 282(대사동),,,,11.8,None
6206,528613,학교법인 을지학원 대전을지대학교병원,OPMI VARIO,425184,대전,서구,둔산서로 95(둔산동),,,,21.2,None
6206,528730,전북대학교병원,OPMI VARIO,476121,전북,전주시,금암동 634-18,,,,18.8,None
6206,528786,고려대학교의료원,OPMI VARIO,6206101737,서울,성북구,고려대로 73(안암동 5가),,,,14,None
6206,528786,고려대학교의료원,OPMI VARIO,6629121255,서울,성북구,고려대로 73(안암동 5가),,,,16.4,None
6206,529140,한국보훈복지의료공단중앙보훈병원,OPMI VARIO,6206101688,서울,강동구,진황도로61길 53(둔촌동),,,,13.8,None
6206,529203,의료볍인 성광의료재단,OPMI VARIO,6206104380,서울,강남구,논현로 566(역삼동),,,,7.7,None
6206,529214,인하대학교의과대학부속병원 (인하대병원),OPMI VARIO,460472,인천,중구,인항로 27(신흥동3가),,,3/31/2026,15.4,None
6206,541821,차의과대학교 부속 구미차병원,OPMI VARIO,531535,경북,구미시,신시로10길 12(형곡동),,,,15.8,None
6206,544143,원광대학교군포병원,OPMI VARIO,6626492403,경기,군포시,산본동 1126,,,,17.3,None
6206,616966,엔탑이비인후과,OPMI VARIO,486853,광주,북구,매곡동 3-4,,,,18.3,None
6206,667118,순천하나병원,OPMI VARIO,476160,전남,순천시,덕암동 158,,,,18.7,None
6206,701839,여수백병원,OPMI VARIO,6629120900,전남,여수시,여서동 236,,,,17.2,None
6206,705542,의료법인 석경 의료재단,OPMI VARIO,6629120947,경기,시흥시,공단1대로 237(정왕동 센트럴 병원),,,,14.5,None
6206,804022,의료법인 은혜와감사의료재단,OPMI VARIO,6206101462,경기,화성시,향남읍 발안로 5,,,,14.6,None
6206,804288,참조은병원,OPMI VARIO,6629302392,경기,광주시,광주대로 45(경안동),,,,14.5,None
6206,806169,칠곡경북대학교병원,OPMI VARIO,6206101619,대구,북구,호국로 807(학정동 외 5필지),,,,14.4,None
6206,806169,칠곡경북대학교병원,OPMI VARIO,6629302528,대구,북구,호국로 807(학정동 외 5필지),,,,14.3,None
6206,813748,광주새우리병원,OPMI VARIO,6206101744,광주,서구,화정동 180-28,,,,14.2,None
6206,838406,청주현대병원,OPMI VARIO,6206102050,충북,청주시,비하동 195-3,,,,13.4,None
6206,854752,의료법인 안은의료재단,OPMI VARIO,6629303081,인천,부평구,부평대로 175,,,,11.6,None
6206,860189,연세무척나은병원,OPMI VARIO,6206102237,서울,광진구,천호대로 568,,,,11.6,None
6206,862134,미즈메디병원-강서,OPMI VARIO,6206102572,서울,강서구,내발산동 701-4,,,,12,None
6206,888222,국군수도병원,OPMI VARIO,6629320566,경기,성남시,새마을로 169,,,,12,None
6206,889424,방병원,OPMI VARIO,6206102525,서울,노원구,"동일로 989, 2~9층(공릉동)",,,,15.4,None
6206,889425,대자인병원,OPMI VARIO,6206102574,전북,전주시,견훤로 390(우아동3가734-10 734-9),,,,12.2,None
6206,890715,(재)천주성삼성직수도회 천주성삼병원,OPMI VARIO,386295,대구,수성구,"달구벌대로 3190, 1층",,,,5.4,None
6206,904346,스마튼병원,OPMI VARIO,6206102829,경기,부천시,신흥로 240(중동),,,,11.4,None
6206,911020,의료법인 제주우리의료재단,OPMI VARIO,143920,제주,제주시,"중앙로 373, 1층 (이도이동)",,,,7.2,None
